Customer_ID,Customer_Name,Date_of_Birth,Marital_Status,Gender,Yearly_Income
EH4185,Evan Henry,1979-11-14,S,M,60000
ML17395,Marina Lichtenstein,1957-03-01,S,F,60000
BF11215,Benjamin Farhat,1987-10-13,S,F,60000
MB7305,Maria Bertelson,1985-07-30,M,F,30000
CR12580,Clay Rozendal,1968-09-26,M,M,30000
TB21520,Tracy Blumstein,1997-03-09,M,M,30000
KN16450,Kean Nguyen,1972-06-23,S,F,20000
HR14770,Hallie Redmond,1976-02-16,S,F,20000
CK12760,Cyma Kinney,1997-12-31,M,M,30000
RO9780,Rose O'Brian,1990-12-06,M,F,30000
EN13780,Edward Nazzal,1966-11-10,M,F,30000
AH10465,Amy Hunt,1985-08-17,M,F,40000
AH10585,Angele Hood,2004-01-29,M,M,40000
RB9435,Richard Bierner,1977-02-13,M,M,40000
AG525,Andy Gerbode,1963-01-24,M,F,40000
AR10345,Alex Russell,1953-01-31,M,F,40000
MW8220,Mitch Webber,1998-07-07,M,M,80000
AH210,Alan Hwang,1997-03-08,M,M,40000
TH21235,Tiffany House,1983-09-10,M,F,40000
LT7110,Liz Thompson,2002-06-03,M,F,40000
HD14785,Harold Dahlen,1968-09-26,M,F,40000
MC7575,Matt Collins,1975-02-15,M,F,40000
MH18025,Michelle Huthwaite,1964-05-30,M,F,40000
CC2475,Cindy Chapman,1992-02-29,M,M,40000
CM12190,Charlotte Melton,1988-05-08,M,M,40000
RA19915,Russell Applegate,2002-09-15,M,F,40000
MT18070,Michelle Tran,1983-11-11,M,F,40000
JF15415,Jennifer Ferguson,1992-07-22,M,F,40000
ES14020,Erica Smith,1980-06-03,S,M,60000
CC12685,Craig Carroll,1965-11-18,M,M,60000
IM15070,Irene Maddox,1981-11-08,M,M,60000
DA13450,Dianna Arnett,1977-11-24,M,M,60000
SS10410,Shahid Shariari,1959-04-27,S,F,60000
BM11650,Brian Moss,1975-12-05,M,M,60000
SW20350,Sean Wendt,1976-11-22,S,M,60000
CM1830,Cari MacIntyre,1958-03-16,S,M,60000
MY17380,Maribeth Yedwab,1992-09-06,S,M,20000
MS7830,Melanie Seite,1996-06-23,M,F,20000
HG14965,Henry Goldwyn,1953-02-20,M,M,30000
DC13285,Debra Catini,1995-10-23,M,M,30000
DL13315,Delfina Latchford,1967-08-09,M,F,30000
JK15370,Jay Kimmel,1967-06-15,M,F,40000
CH2070,Cathy Hwang,1989-12-15,S,M,40000
MH7440,Mark Haberlin,1950-07-09,M,F,40000
MC17845,Michael Chen,1976-10-04,S,F,40000
PW19030,Pauline Webber,1995-02-23,S,M,10000
BS11590,Brendan Sweed,1953-09-20,S,M,20000
DO13435,Denny Ordway,2003-02-16,M,F,20000
SG20890,Susan Gilcrest,1969-12-23,S,F,10000
SU20665,Stephanie Ulpright,1976-07-19,M,F,40000
JC16105,Julie Creighton,1957-03-21,M,M,20000
TB21190,Thomas Brumley,1983-11-06,S,F,30000
SV10785,Stewart Visinsky,1986-03-19,S,M,30000
VP21760,Victoria Pisteka,1967-04-09,S,M,30000
LR16915,Lena Radford,1992-01-10,S,F,30000
TH21550,Tracy Hopkins,1978-06-13,S,F,10000
TC11145,Theresa Coyne,1989-11-23,M,M,20000
JL15235,Janet Lee,2000-12-09,S,M,20000
RK19300,Ralph Kennedy,1952-01-17,S,M,20000
CC12670,Craig Carreira,1969-04-24,S,M,20000
DB13555,Dorothy Badders,1976-01-11,M,F,40000
SG20605,Speros Goranitis,1965-06-06,M,F,40000
MG17890,Michael Granlund,2003-02-01,S,F,20000
MA17560,Matt Abelman,1995-01-21,M,M,30000
CB12025,Cassandra Brandow,1962-06-13,M,F,30000
DH13075,Dave Hallsten,1957-08-04,M,M,30000
BT11395,Bill Tyler,1956-07-27,M,M,30000
TT11265,Tim Taslimi,1971-08-28,S,F,20000
TH11235,Tiffany House,1988-12-15,S,F,20000
VG21790,Vivek Gonzalez,1954-08-01,S,M,20000
NW18400,Natalie Webber,1962-07-01,M,M,30000
VP21730,Victor Preis,1961-05-12,M,F,30000
SS20410,Shahid Shariari,1971-04-12,S,F,10000
JE15715,Joe Elijah,1980-09-19,S,M,20000
AG270,Alejandro Grove,1966-01-10,M,M,30000
BW11200,Ben Wallace,1966-02-28,M,F,40000
EK13795,Eileen Kiefer,1951-08-26,S,F,30000
SG20080,Sandra Glassco,1957-12-08,S,F,30000
SC10725,Steven Cartwright,1959-11-26,M,M,40000
AG10525,Andy Gerbode,1987-12-12,M,F,40000
MG18145,Mike Gockenbach,1975-12-23,M,M,40000
BD11605,Brian Dahlen,1982-05-11,S,M,30000
PB19105,Peter Bühler,1950-05-11,M,F,30000
SC20575,Sonia Cooley,1979-11-26,M,F,40000
DO3435,Denny Ordway,1999-07-11,S,F,30000
CC12220,Chris Cortes,1996-07-08,S,F,30000
TS21430,Tom Stivers,1955-08-30,S,M,20000
AZ10750,Annie Zypern,1954-08-10,S,M,20000
IG15085,Ivan Gibson,1983-05-28,S,M,20000
SP20860,Sung Pak,1987-07-03,S,M,20000
KM16225,Kalyca Meade,1980-01-17,M,M,40000
KM6720,Kunst Miller,1956-06-19,S,F,30000
MM18055,Michelle Moray,1976-07-18,S,F,30000
RB19360,Raymond Buch,1982-08-28,S,F,20000
NC8415,Nathan Cano,1984-07-29,S,F,30000
SN20710,Steve Nguyen,1983-11-30,S,M,30000
DL3330,Denise Leinenbach,1981-02-21,S,M,30000
JG15115,Jack Garza,2003-10-24,S,M,30000
CJ11875,Carl Jackson,1981-06-10,S,M,30000
AY10555,Andy Yotov,2004-09-14,S,F,20000
BV11245,Benjamin Venier,1982-12-02,S,F,10000
PO9195,Phillina Ober,1955-11-04,S,M,20000
GZ4545,George Zrebassa,1974-12-05,S,M,20000
PN18775,Parhena Norris,1969-11-28,S,M,30000
SC20800,Stuart Calhoun,1990-12-05,S,M,30000
AC10615,Ann Chong,1998-01-07,M,M,20000
VB21745,Victoria Brennan,1956-09-30,S,M,20000
TT11460,Tonja Turnell,2000-05-26,S,F,30000
AC10420,Alyssa Crouse,1955-05-18,S,F,30000
CG12040,Catherine Glotzbach,1978-04-22,M,M,40000
TR11325,Toby Ritter,1977-10-03,M,F,40000
SC20440,Shaun Chance,1986-12-29,S,M,60000
BT11305,Beth Thompson,1981-08-21,M,M,60000
JB15925,Joni Blumstein,1978-09-05,S,F,50000
GW14605,Giulietta Weimer,1955-12-21,S,F,50000
SC20725,Steven Cartwright,1951-01-08,S,F,50000
EH13765,Edward Hooks,1993-07-21,M,M,50000
YS21880,Yana Sorensen,1951-03-20,S,F,50000
FO14305,Frank Olsen,1977-09-25,S,M,50000
RP19855,Roy Phan,1969-09-27,M,M,50000
AB10600,Ann Blume,1996-04-17,M,F,50000
KB16240,Karen Bern,2005-07-01,M,M,60000
KA16525,Kelly Andreada,1973-03-12,S,F,40000
EM3960,Eric Murdock,1980-07-13,S,M,40000
JD15790,John Dryer,1995-01-16,M,F,60000
JL15850,John Lucas,1988-04-09,M,M,60000
JW16075,Julia West,1991-06-22,M,F,60000
LL6840,Lauren Leatherbury,1974-01-20,M,M,40000
TH21100,Thea Hendricks,1994-02-09,M,M,60000
MC17275,Marc Crier,1987-03-28,M,M,60000
NG8430,Nathan Gelder,1977-01-12,S,F,60000
KD16615,Ken Dana,1972-10-18,M,F,70000
MC17605,Matt Connell,1984-11-16,M,M,70000
JK15625,Jim Karlsson,1973-09-26,M,F,70000
TS11505,Tony Sayre,1992-12-24,M,F,50000
LD6855,Lela Donovan,1979-09-08,M,M,50000
LP17080,Liz Pelletier,1967-07-31,M,F,50000
CV12805,Cynthia Voltz,1978-07-06,M,F,50000
MO17500,Mary O'Rourke,1992-05-08,S,M,40000
MS17530,MaryBeth Skach,1996-12-13,S,F,40000
GA14515,George Ashbrook,2002-10-19,S,F,40000
CS12355,Christine Sundaresam,1988-12-14,S,M,40000
GM14500,Gene McClure,1958-03-07,S,M,60000
CC2670,Craig Carreira,1996-11-19,M,M,60000
MN17935,Michael Nguyen,1993-09-16,M,M,60000
JM16195,Justin MacKendrick,1995-07-29,M,F,60000
DB13615,Doug Bickford,1958-08-22,M,M,60000
PK18910,Paul Knutson,1990-12-30,S,F,60000
LS16945,Linda Southworth,1997-12-03,M,F,60000
JK15730,Joe Kamberova,1966-09-21,S,F,70000
SW10275,Scott Williamson,1972-11-25,M,F,70000
MC18100,Mick Crebagga,1989-11-27,M,F,70000
EH13945,Eric Hoffmann,1997-05-08,M,M,60000
LC16930,Linda Cazamias,1952-12-25,S,M,60000
MA17995,Michelle Arnett,1954-07-04,M,F,60000
SP20650,Stephanie Phelps,1959-12-03,S,M,60000
JH15430,Jennifer Halladay,2005-12-15,S,M,60000
ML17755,Max Ludwig,1961-12-11,M,M,70000
PC18745,Pamela Coakley,1952-04-14,S,F,70000
KE16420,Katrina Edelman,1957-03-30,M,F,70000
EM4200,Evan Minnotte,1988-12-04,M,M,80000
DW13480,Dianna Wilson,1985-05-03,M,M,70000
SC10680,Steve Carroll,1987-03-18,S,F,70000
JG15805,John Grady,1988-08-02,S,F,70000
LL16840,Lauren Leatherbury,1953-11-29,S,F,70000
PV8985,Paul Van Hugh,1972-05-08,S,F,60000
PO19180,Philisse Overcash,1979-09-23,M,M,60000
SH19975,Sally Hughsby,1956-03-18,S,F,60000
GA14725,Guy Armstrong,1959-08-25,M,F,60000
GT4755,Guy Thornton,1958-09-02,S,M,70000
PR18880,Patrick Ryan,1984-09-09,M,M,80000
AG10765,Anthony Garverick,1958-08-17,S,M,60000
SE20110,Sanjit Engle,1989-07-26,M,M,70000
JB16045,Julia Barnett,1979-10-03,M,M,70000
JM5580,Jill Matthias,1980-10-14,M,F,70000
JO15280,Jas O'Carroll,1956-03-03,M,F,70000
LP17095,Liz Preis,1959-11-04,M,F,70000
EJ14155,Eva Jacobs,1968-09-24,M,M,80000
VW21775,Victoria Wilson,1998-12-18,S,M,40000
GM14455,Gary Mitchum,1952-04-03,M,M,40000
BF1080,Bart Folk,1961-09-08,S,M,40000
SM20905,Susan MacKendrick,1993-07-13,S,M,40000
BO1425,Bobby Odegard,1951-09-21,S,F,80000
AW10930,Arthur Wiediger,1970-02-25,M,M,80000
JP15460,Jennifer Patt,1966-10-27,M,F,60000
AS10240,Alan Shonely,2002-05-29,S,F,40000
TB11625,Trudy Brown,1982-02-21,M,M,40000
JP5520,Jeremy Pistek,1955-01-25,S,F,50000
BD11770,Bryan Davis,1998-11-19,M,M,50000
BD11635,Brian Derr,1990-04-13,M,M,50000
CC2370,Christopher Conant,1980-02-07,S,F,50000
PO8850,Patrick O'Brill,1981-08-11,M,M,50000
TZ21445,Tom Zandusky,1954-01-05,M,M,50000
RB19435,Richard Bierner,2005-05-26,S,M,60000
JE15475,Jeremy Ellison,1980-01-14,S,M,60000
AI10855,Arianne Irving,1984-02-11,M,M,60000
MH17440,Mark Haberlin,1995-09-07,S,F,60000
JE6165,Justin Ellison,2002-09-11,S,F,60000
DS13180,David Smith,1991-02-06,S,M,60000
AC10660,Anna Chung,1967-08-16,S,F,60000
MH17455,Mark Hamilton,1953-10-27,M,M,60000
CC12430,Chuck Clark,1950-11-22,S,F,60000
NG18355,Nat Gilpin,1983-07-25,S,F,60000
RC19825,Roy Collins,1971-07-27,S,F,60000
JD16015,Joy Daniels,1988-03-16,M,F,40000
JH5910,Jonathan Howell,1959-02-02,S,M,70000
SC10695,Steve Chapman,1985-07-31,M,F,70000
RD9930,Russell D'Ascenzo,1963-06-03,M,M,70000
LC6930,Linda Cazamias,1972-07-22,M,F,70000
DW13195,David Wiener,1986-03-12,M,F,70000
RD19900,Ruben Dartt,1984-05-20,S,M,40000
MV18190,Mike Vittorini,1987-01-30,M,M,60000
RD19480,Rick Duston,1979-08-28,M,F,60000
SV20365,Seth Vernon,1952-10-17,M,M,40000
LS17230,Lycoris Saunders,1999-08-24,M,F,40000
GD14590,Giulietta Dortch,1973-01-03,M,F,40000
EB13750,Edward Becker,1972-01-06,M,M,60000
KH6360,Katherine Hughes,1968-02-12,S,M,70000
BF11275,Beth Fritzler,1993-05-12,S,M,70000
NG18430,Nathan Gelder,1990-10-24,S,M,70000
Co12640,CoreyLock,1970-08-07,S,M,70000
SF20965,Sylvia Foulston,1972-02-12,S,M,60000
KB16405,Katrina Bavinger,1985-04-09,M,M,60000
LC16870,Lena Cacioppo,1969-11-14,M,M,60000
JL15505,Jeremy Lonsdale,1983-04-17,M,F,60000
BD11725,Bruce Degenhardt,1974-07-04,M,F,60000
TM21010,Tamara Manning,1994-05-13,M,M,60000
AB150,Aimee Bixby,1981-05-24,M,F,60000
BW11065,Barry Weirich,1991-10-31,M,M,60000
FM14380,Fred McMath,1958-07-13,M,F,60000
PC8745,Pamela Coakley,1972-04-16,M,M,60000
BN1470,Brad Norvell,1984-09-30,M,F,60000
AH10120,Adrian Hane,1973-11-15,M,M,60000
LF17185,Luke Foster,1956-05-09,M,M,70000
DJ13630,Doug Jacobs,1990-09-28,M,F,70000
SJ20125,Sanjit Jacobs,1975-03-09,M,F,80000
ML18265,Muhammed Lee,1967-10-07,S,M,60000
SF10965,Sylvia Foulston,1952-12-19,M,M,60000
PO8865,Patrick O'Donnell,1987-08-25,M,F,60000
MH17290,Marc Harrigan,1970-11-11,M,F,60000
NR18550,Nick Radford,1975-06-29,S,M,60000
MK17905,Michael Kennedy,1973-09-16,M,F,70000
DB13660,Duane Benoit,1975-08-05,M,M,70000
PH18790,Patricia Hirasaki,1968-02-19,M,M,80000
AB10165,Alan Barnes,2003-06-02,M,F,60000
CA12055,Cathy Armstrong,1968-03-09,M,F,80000
JF5295,Jason Fortune,1960-12-18,M,F,80000
KT16465,Kean Takahito,1967-09-25,M,F,80000
RB9705,Roger Barcio,1964-08-17,M,F,90000
BD1725,Bruce Degenhardt,1984-03-27,M,M,60000
EB13705,Ed Braxton,1965-01-14,S,F,60000
MG17875,Michael Grace,1960-07-11,M,M,70000
MG17650,Matthew Grinstein,1951-02-18,M,M,70000
AG10270,Alejandro Grove,1960-09-18,M,F,110000
NP8685,Nora Pelletier,1998-05-04,M,F,70000
AS630,Ann Steele,1960-11-04,S,M,70000
SC20680,Steve Carroll,1998-05-22,M,M,70000
MC17590,Matt Collister,1960-08-31,M,M,80000
TP11415,Tom Prescott,1971-08-04,S,F,80000
HH15010,Hilary Holden,1989-02-11,M,M,80000
BT11485,Brad Thomas,1984-09-19,S,F,90000
EB13870,Emily Burns,1967-10-18,S,F,90000
JP15520,Jeremy Pistek,1962-02-03,M,M,90000
CM2115,Chad McGuire,1974-03-04,S,F,50000
EA14035,Erin Ashbrook,1954-11-11,S,M,50000
FH14350,Fred Harton,1967-03-16,S,M,50000
BS1800,Bryan Spruell,1955-01-15,M,M,50000
AA10375,Allen Armold,1962-10-01,S,M,50000
BN11515,Bradley Nguyen,1993-11-11,M,F,50000
EG3900,Emily Grady,1998-05-06,S,F,50000
RE19405,Ricardo Emerson,1976-04-06,M,M,50000
ND18460,Neil Ducich,1954-04-21,S,F,40000
TT21460,Tonja Turnell,1975-04-09,S,F,60000
ML18040,Michelle Lonsdale,1988-09-27,S,F,60000
JL5505,Jeremy Lonsdale,1975-04-12,S,F,60000
SP20545,Sibella Parks,1987-02-03,M,M,60000
SF10065,Sandra Flanagan,1971-04-03,M,F,60000
AS10045,Aaron Smayling,1961-03-09,M,F,60000
TT11220,Thomas Thornton,1991-10-11,M,M,40000
AH10195,Alan Haines,2002-12-30,M,M,40000
KH6630,Ken Heidel,1978-05-08,S,M,60000
AA10645,Anna Andreadi,1964-09-05,M,M,60000
JL15130,Jack Lebron,1979-11-06,S,F,70000
KM6375,Katherine Murray,1956-01-30,M,F,50000
LS16975,Lindsay Shagiari,1966-06-29,M,M,50000
KL16645,Ken Lonsdale,1974-03-29,M,M,60000
EH14185,Evan Henry,1981-09-30,M,F,40000
KW6570,Kelly Williams,1950-05-23,M,M,40000
DB3060,Dave Brooks,2005-10-08,S,F,40000
FA14230,Frank Atkinson,1966-09-26,S,F,40000
JF15565,Jill Fjeld,1968-03-18,S,F,40000
LO7170,Lori Olson,1983-08-26,S,M,40000
KB6315,Karl Braun,1997-10-18,M,M,40000
BS11755,Bruce Stewart,1990-01-30,M,M,40000
RB19465,Rick Bensley,1977-11-20,M,F,60000
HF14995,Herbert Flentye,1964-10-21,M,M,60000
MP17965,Michael Paige,1984-12-17,M,F,60000
JJ15445,Jennifer Jackson,1992-05-27,S,F,60000
LC17140,Logan Currie,1970-12-11,M,F,60000
TT11070,Ted Trevino,1990-07-03,M,M,70000
BF11020,Barry Französisch,1969-11-09,M,F,70000
ES14080,Erin Smith,1996-11-11,M,M,70000
FC14335,Fred Chung,1986-09-21,M,M,60000
TS21160,Theresa Swint,2000-03-17,M,M,60000
RE9450,Richard Eichhorn,1986-12-22,S,M,40000
JC15340,Jasper Cacioppo,1981-02-28,S,F,40000
MH17785,Maya Herman,1983-08-15,M,M,40000
RF19840,Roy Französisch,1962-05-31,M,F,40000
PG18820,Patrick Gardner,1994-11-02,M,M,60000
DO13645,Doug O'Connell,1980-12-11,M,F,70000
SC10305,Sean Christensen,1996-01-21,M,M,70000
TN21040,Tanja Norvell,1977-03-25,S,F,70000
DR12880,Dan Reichenbach,1990-03-27,M,M,70000
EB3975,Erica Bern,1973-03-13,M,M,70000
NS8505,Neola Schneider,2001-08-02,M,F,60000
SF20065,Sandra Flanagan,1966-12-27,M,M,60000
RA19285,Ralph Arnett,2000-02-01,M,F,60000
LT17110,Liz Thompson,1990-01-07,M,F,70000
BF11170,Ben Ferrer,1970-11-27,M,F,70000
AR825,Anthony Rawles,1991-11-10,S,F,70000
SD20485,Shirley Daniels,2001-01-02,M,F,70000
GW4605,Giulietta Weimer,1995-04-11,M,F,60000
DB13120,David Bremer,1969-07-08,M,F,70000
JC5775,John Castell,1978-02-23,M,F,70000
ND8460,Neil Ducich,1978-09-20,M,F,80000
TC11295,Toby Carlisle,2001-03-18,M,M,80000
DM2955,Dario Medina,1991-11-03,S,F,40000
PJ9015,Pauline Johnson,1979-12-17,M,M,80000
JH5820,John Huston,2003-12-27,S,M,80000
ME18010,Michelle Ellison,1972-11-29,S,M,80000
AH10690,Anna Häberlin,2004-03-01,M,M,80000
RD19660,Robert Dilbeck,1963-04-26,S,F,80000
CD1980,Carol Darley,1955-12-11,S,M,80000
CL2565,Clay Ludtke,1972-02-27,S,M,60000
MO7800,Meg O'Connel,1994-06-04,M,M,60000
CR2580,Clay Rozendal,1978-12-31,M,M,40000
TC10980,Tamara Chand,1992-03-12,S,M,50000
RD9900,Ruben Dartt,1965-05-10,S,F,50000
CS12250,Chris Selesnick,1954-11-12,S,F,50000
CH12070,Cathy Hwang,1983-08-03,S,F,30000
JF15355,Jay Fein,1980-06-18,S,F,50000
AS135,Adrian Shami,1958-08-16,S,F,50000
SP20620,Stefania Perrino,1970-10-02,M,M,50000
EC14050,Erin Creighton,1951-12-28,S,F,50000
IG5085,Ivan Gibson,1966-10-16,S,F,50000
TB21355,Todd Boyes,1962-01-21,S,F,60000
MH17620,Matt Hagelstein,1979-10-25,S,M,60000
GT14755,Guy Thornton,2001-04-10,S,F,60000
DF13135,David Flashing,1984-09-18,S,M,60000
AS240,Alan Shonely,1976-08-01,M,M,60000
PG8820,Patrick Gardner,1999-08-11,M,M,60000
JS6030,Joy Smith,1952-09-15,S,F,60000
SS20590,Sonia Sunley,2005-05-22,M,M,40000
CS2490,Cindy Schnelling,1959-06-04,M,M,70000
CM2715,Craig Molinari,1978-08-02,M,F,70000
BM1140,Becky Martin,2004-02-27,M,F,70000
RD19720,Roger Demir,1996-03-27,S,F,40000
LD17005,Lisa DeCherney,1981-08-31,M,F,60000
EB3705,Ed Braxton,1981-04-25,M,F,60000
RH19555,Ritsa Hightower,1960-08-25,M,F,60000
JP6135,Julie Prescott,1969-08-09,M,M,60000
PB9210,Phillip Breyer,1999-12-08,M,M,40000
LC16960,Lindsay Castell,1984-11-18,S,F,70000
JC15385,Jenna Caffey,1981-11-28,S,F,70000
IL15100,Ivan Liston,1974-10-24,S,F,70000
SW10245,Scot Wooten,1950-07-07,S,M,70000
CP2340,Christine Phan,2001-12-05,S,F,60000
NS18640,Noel Staavos,1984-12-01,M,M,60000
TR21325,Toby Ritter,1970-03-19,S,M,60000
NF8385,Natalie Fritzler,1973-07-28,M,M,60000
TZ21580,Tracy Zic,1980-03-18,M,F,60000
TB11055,Ted Butterfield,1955-12-07,M,F,60000
AJ10795,Anthony Johnson,1956-02-13,M,F,60000
GH14485,Gene Hale,1951-03-24,M,M,60000
AG10300,Aleksandra Gannaway,1986-05-20,M,F,60000
EH3945,Eric Hoffmann,1972-02-28,M,M,60000
JD6150,Justin Deggeller,1989-10-08,M,M,60000
KH16360,Katherine Hughes,1983-01-01,M,F,70000
JB6045,Julia Barnett,2003-09-30,M,F,80000
AH585,Angele Hood,1956-12-14,M,M,80000
MS7530,MaryBeth Skach,1964-02-02,M,F,60000
HA14905,Helen Abelman,1966-08-04,M,M,60000
JG15310,Jason Gross,1985-07-01,M,M,60000
CD1920,Carlos Daly,1994-02-10,S,M,60000
TC21535,Tracy Collins,1974-04-16,M,F,70000
PB9105,Peter Bühler,1963-12-03,M,F,70000
AR10405,Allen Rosenblatt,1971-03-13,M,M,90000
NK18490,Neil Knudson,1954-01-28,M,M,90000
MG7695,Maureen Gnade,1982-04-08,M,F,100000
AJ10945,Ashley Jarboe,1957-07-01,M,M,100000
RS19420,Ricardo Sperren,2005-10-05,M,M,100000
SC20770,Stewart Carmichael,1961-06-29,S,M,60000
LM17065,Liz MacKendrick,1983-08-06,M,F,80000
DP13000,Darren Powers,1981-09-19,S,F,80000
RD9660,Robert Dilbeck,1971-05-23,S,M,90000
LB16735,Larry Blacks,1994-06-21,S,F,60000
MZ17515,Mary Zewe,1978-09-16,M,M,70000
ER3855,Elpida Rittenbach,1967-02-01,S,F,110000
MS17710,Maurice Satty,1976-10-21,S,F,110000
LC6960,Lindsay Castell,1958-11-26,S,M,110000
GZ14545,George Zrebassa,1951-07-27,M,F,80000
JK5625,Jim Karlsson,1959-08-26,S,F,80000
JJ15760,Joel Jenkins,1981-06-04,S,M,80000
CA2265,Christina Anderson,1994-05-03,M,F,80000
CC2220,Chris Cortes,1994-04-18,M,F,80000
KL6555,Kelly Lampkin,1982-11-16,M,F,80000
CS2175,Charles Sheldon,1999-03-14,S,F,60000
KL16555,Kelly Lampkin,1980-08-14,M,F,60000
RD9810,Ross DeVincentis,1974-02-27,S,F,70000
AJ945,Ashley Jarboe,1982-04-12,S,M,70000
CC2685,Craig Carroll,1972-02-22,S,M,70000
LO17170,Lori Olson,1983-03-05,S,M,70000
DE13255,Deanra Eno,1987-04-22,M,F,60000
RF9345,Randy Ferguson,1957-08-12,M,M,60000
SC20020,Sam Craven,1987-03-11,S,F,60000
DW13585,Dorothy Wardle,1951-11-26,M,M,60000
EM4065,Erin Mull,1955-02-25,S,M,90000
TD20995,Tamara Dahlen,1972-09-13,M,F,60000
BD11320,Bill Donatelli,1973-11-02,S,M,60000
CW11905,Carl Weiss,1991-10-20,S,F,40000
CK2325,Christine Kargatis,1987-05-25,S,M,40000
BP11095,Bart Pistole,1993-09-20,S,F,40000
DV3465,Dianna Vittorini,1952-06-09,M,F,60000
MY7380,Maribeth Yedwab,1958-07-14,S,F,30000
PB9150,Philip Brown,1978-08-15,M,F,20000
AG10390,Allen Goldenen,1981-07-11,S,M,70000
KW16570,Kelly Williams,1985-02-21,M,F,70000
JF5190,Jamie Frazer,2000-12-16,S,M,40000
GB14575,Giulietta Baptist,1982-11-11,S,M,40000
MR7545,Mathew Reese,1955-03-12,S,F,30000
MO17950,Michael Oakman,1999-12-19,M,M,30000
TA11385,Tom Ashbrook,1958-08-30,M,M,30000
JM5655,Jim Mitchum,1989-04-08,M,M,60000
JS5880,John Stevenson,1981-06-09,S,M,60000
HP14815,Harold Pawlan,1974-12-01,M,M,100000
CS12400,Christopher Schild,1997-07-20,S,M,60000
DE3255,Deanra Eno,1983-02-09,M,M,20000
JD6015,Joy Daniels,1961-05-04,M,F,20000
CR2730,Craig Reiter,1971-11-08,S,F,30000
RC9960,Ryan Crowe,1960-10-02,M,M,20000
AO10810,Anthony O'Donnell,2001-06-18,S,F,30000
TB11250,Tim Brockman,1968-12-31,S,F,30000
RA9285,Ralph Arnett,1972-05-30,M,F,30000
MG8205,Mitch Gastineau,1980-08-07,S,F,70000
MY8295,Muhammed Yedwab,1996-12-16,M,F,70000
SR20425,Sharelle Roach,1981-06-21,M,F,40000
BT1530,Bradley Talbott,1974-03-05,S,M,80000
LS7245,Lynn Smith,1998-06-08,S,F,40000
AB10255,Alejandro Ballentine,1967-04-28,M,M,60000
TH21115,Thea Hudgings,1978-05-19,S,M,60000
LC6885,Lena Creighton,1994-09-08,S,F,40000
AC660,Anna Chung,1960-06-07,S,F,60000
EM14095,Eudokia Martin,1969-03-12,S,M,70000
BO11350,Bill Overfelt,1961-02-15,S,F,70000
DM3015,Darrin Martin,1966-06-02,S,F,70000
DD13570,Dorothy Dickinson,1979-07-23,S,F,70000
KN16705,Kristina Nunn,1993-09-16,S,F,60000
HM14980,Henry MacAllister,2003-04-16,M,M,80000
FM4215,Filia McAdams,1951-10-06,S,M,70000
JO15145,Jack O'Briant,1991-07-05,S,F,70000
TC11535,Tracy Collins,2003-05-15,S,M,70000
JK15205,Jamie Kunitz,2003-04-19,S,F,80000
DA3450,Dianna Arnett,2005-08-24,S,F,130000
DB12910,Daniel Byrd,2005-03-29,S,M,130000
EH4005,Erica Hernandez,2004-11-12,S,F,80000
DN13690,Duane Noonan,1987-08-24,S,F,80000
AS10135,Adrian Shami,1976-09-10,M,F,60000
MC18130,Mike Caudle,1958-12-11,S,F,60000
MM18280,Muhammed MacIntyre,1976-02-01,S,M,60000
RL9615,Rob Lucas,1952-07-31,S,F,60000
MA7560,Matt Abelman,1977-08-27,S,F,120000
HG4845,Harry Greene,2000-01-27,M,F,130000
PB8805,Patrick Bzostek,1969-01-20,M,M,130000
RW19630,Rob Williams,1978-11-07,M,M,80000
BT11440,Bobby Trafton,1966-09-12,S,F,60000
JC5385,Jenna Caffey,2004-01-05,S,F,60000
HR4770,Hallie Redmond,1970-12-23,S,F,60000
DB3615,Doug Bickford,2003-05-20,M,F,70000
JK6120,Julie Kriz,1989-11-15,M,M,80000
SW20455,Shaun Weien,1961-02-12,M,F,80000
GH4425,Gary Hwang,1990-05-15,S,M,70000
GB4575,Giulietta Baptist,1962-04-14,M,F,90000
PA19060,Pete Armstrong,1999-07-04,S,F,70000
CA2775,Cynthia Arntzen,1950-10-07,S,F,70000
CV12295,Christina VanderZanden,2000-03-30,S,F,70000
PO9180,Philisse Overcash,1977-10-14,M,M,60000
NC18535,Nick Crebassa,2005-02-16,S,F,60000
GZ4470,Gary Zandusky,1952-09-22,S,F,60000
AM360,Alice McCarthy,1977-03-03,S,F,110000
AA480,Andrew Allen,1995-11-30,M,M,60000
TB21595,Troy Blackwell,1960-03-13,S,F,60000
KH16630,Ken Heidel,1967-06-25,M,F,60000
TS21655,Trudy Schmidt,1996-11-17,M,F,60000
CD11980,Carol Darley,1969-03-06,M,M,60000
DB13360,Dennis Bolton,1992-09-05,S,F,70000
SK9990,Sally Knutson,1981-11-01,S,F,80000
PT19090,Pete Takahito,1956-11-11,S,F,70000
EH13990,Erica Hackney,1987-11-16,S,F,70000
ME17725,Max Engle,1973-06-10,S,M,70000
ZD21925,Zuschuss Donatelli,2000-12-07,M,M,60000
MW8235,Mitch Willingham,1983-04-27,M,M,70000
BP11050,Barry Pond,1955-08-26,M,F,60000
RC19960,Ryan Crowe,1981-02-01,M,F,70000
PN8775,Parhena Norris,1965-03-09,S,F,80000
CB12535,Claudia Bergmann,2003-05-19,M,M,80000
